date,person_id,person_name,prod_id,prod_name,amount,prod_price,prod_cost,location
09/11/17,47,Richard Davis,26,Product 26,8,418,251,Location 74
11/16/17,47,Richard Davis,3,Product 3,8,344,178,Location 14
05/16/17,47,Richard Davis,2,Product 2,8,306,256,Location 78
03/22/17,47,Richard Davis,31,Product 31,2,344,258,Location 43
05/10/17,48,Peggy Gegenheimer,47,Product 47,20,275,225,Location 71
02/10/17,48,Peggy Gegenheimer,10,Product 10,20,359,162,Location 79
09/07/17,48,Peggy Gegenheimer,38,Product 38,20,295,290,Location 23
09/05/17,48,Peggy Gegenheimer,6,Product 6,20,351,239,Location 96
07/13/17,48,Peggy Gegenheimer,34,Product 34,20,345,196,Location 96
06/13/17,48,Peggy Gegenheimer,6,Product 6,20,351,239,Location 5
03/22/17,48,Peggy Gegenheimer,33,Product 33,20,342,194,Location 33
09/13/17,48,Peggy Gegenheimer,45,Product 45,20,276,107,Location 91
06/02/17,48,Peggy Gegenheimer,29,Product 29,20,245,220,Location 10
01/04/17,48,Peggy Gegenheimer,32,Product 32,20,283,232,Location 57
07/03/17,48,Peggy Gegenheimer,44,Product 44,20,254,150,Location 68
12/24/17,48,Peggy Gegenheimer,37,Product 37,20,293,258,Location 85
05/12/17,48,Peggy Gegenheimer,24,Product 24,20,278,163,Location 39
12/26/17,48,Peggy Gegenheimer,8,Product 8,20,356,212,Location 79
01/27/17,48,Peggy Gegenheimer,43,Product 43,20,198,185,Location 74
01/14/17,48,Peggy Gegenheimer,28,Product 28,20,260,167,Location 15
10/09/17,48,Peggy Gegenheimer,21,Product 21,20,334,187,Location 63
11/17/17,48,Peggy Gegenheimer,24,Product 24,13,278,163,Location 53
01/06/17,49,Dennis Sharp,35,Product 35,2,247,245,Location 29
12/11/17,49,Dennis Sharp,1,Product 1,2,337,241,Location 61
05/24/17,49,Dennis Sharp,15,Product 15,2,234,219,Location 58
01/19/17,49,Dennis Sharp,5,Product 5,2,274,202,Location 88
08/25/17,49,Dennis Sharp,38,Product 38,2,295,290,Location 81
01/08/17,49,Dennis Sharp,8,Product 8,2,356,212,Location 64
08/08/17,49,Dennis Sharp,11,Product 11,2,326,173,Location 67
08/15/17,49,Dennis Sharp,29,Product 29,2,245,220,Location 90
05/04/17,49,Dennis Sharp,10,Product 10,2,359,162,Location 2
05/02/17,49,Dennis Sharp,39,Product 39,2,231,212,Location 70
07/09/17,49,Dennis Sharp,19,Product 19,2,329,160,Location 62
02/21/17,49,Dennis Sharp,42,Product 42,2,299,161,Other
09/11/17,49,Dennis Sharp,2,Product 2,2,306,256,Other
07/24/17,49,Dennis Sharp,15,Product 15,2,234,219,Location 89
12/27/17,49,Dennis Sharp,45,Product 45,2,276,107,Location 89
12/12/17,49,Dennis Sharp,26,Product 26,2,418,251,Location 78
12/20/17,49,Dennis Sharp,9,Product 9,2,365,220,Location 11
11/10/17,49,Dennis Sharp,28,Product 28,2,260,167,Location 88
10/27/17,49,Dennis Sharp,15,Product 15,2,234,219,Location 73
07/05/17,49,Dennis Sharp,11,Product 11,2,326,173,Location 74
08/07/16,1,Paul Frisch,7,Product 7,16,328,219,Location 52
06/27/16,1,Paul Frisch,4,Product 4,16,305,197,Location 15
07/25/16,1,Paul Frisch,33,Product 33,16,342,194,Location 18
05/10/16,1,Paul Frisch,47,Product 47,16,275,225,Location 18
07/10/16,1,Paul Frisch,41,Product 41,16,297,200,Location 57
07/17/16,1,Paul Frisch,44,Product 44,16,254,150,Location 65
07/02/16,1,Paul Frisch,6,Product 6,16,351,239,Location 95
01/02/16,1,Paul Frisch,31,Product 31,16,344,258,Location 10
10/25/16,1,Paul Frisch,48,Product 48,16,324,186,Location 32
06/22/16,1,Paul Frisch,14,Product 14,16,251,195,Location 4
10/22/16,1,Paul Frisch,32,Product 32,16,283,232,Location 8
07/02/16,1,Paul Frisch,17,Product 17,16,274,265,Location 42
10/22/16,1,Paul Frisch,31,Product 31,16,344,258,Location 80
04/12/16,1,Paul Frisch,29,Product 29,16,245,220,Location 51
05/21/16,1,Paul Frisch,33,Product 33,16,342,194,Location 16
03/06/16,1,Paul Frisch,23,Product 23,16,234,136,Location 44
12/01/16,1,Paul Frisch,15,Product 15,16,234,219,Location 69
12/13/16,1,Paul Frisch,8,Product 8,16,356,212,Location 72
11/13/16,1,Paul Frisch,24,Product 24,16,278,163,Location 45
09/13/16,1,Paul Frisch,27,Product 27,16,328,210,Location 24
02/11/16,1,Paul Frisch,40,Product 40,6,270,235,Location 51
09/10/16,2,Katherine Piazza,42,Product 42,2,299,161,Location 4
10/13/16,2,Katherine Piazza,18,Product 18,2,309,265,Location 12
06/08/16,2,Katherine Piazza,47,Product 47,2,275,225,Location 92
09/08/16,2,Katherine Piazza,25,Product 25,2,201,191,Location 32
06/13/16,2,Katherine Piazza,19,Product 19,2,329,160,Location 69
06/16/16,2,Katherine Piazza,17,Product 17,2,274,265,Location 16
11/27/16,2,Katherine Piazza,42,Product 42,2,299,161,Location 63
01/19/16,2,Katherine Piazza,10,Product 10,2,359,162,Location 34
01/28/16,2,Katherine Piazza,4,Product 4,2,305,197,Location 19
01/22/16,2,Katherine Piazza,36,Product 36,2,313,189,Location 23
10/21/16,2,Katherine Piazza,10,Product 10,2,359,162,Location 78
09/16/16,2,Katherine Piazza,13,Product 13,2,356,145,Location 90
09/17/16,2,Katherine Piazza,10,Product 10,2,359,162,Location 13
10/23/16,2,Katherine Piazza,25,Product 25,2,201,191,Location 67
08/01/16,2,Katherine Piazza,21,Product 21,2,334,187,Location 76
09/07/16,2,Katherine Piazza,50,Product 50,2,335,217,Location 6
06/18/16,2,Katherine Piazza,6,Product 6,2,351,239,Location 40
06/20/16,2,Katherine Piazza,34,Product 34,2,345,196,Location 23
01/22/16,2,Katherine Piazza,8,Product 8,2,356,212,Location 74
09/09/16,3,Stephen Ervin,4,Product 4,6,305,197,Location 13
01/04/16,3,Stephen Ervin,45,Product 45,6,276,107,Location 9
12/04/16,3,Stephen Ervin,39,Product 39,6,231,212,Location 26
03/09/16,3,Stephen Ervin,45,Product 45,6,276,107,Location 89
01/21/16,3,Stephen Ervin,30,Product 30,6,389,164,Location 61
05/23/16,3,Stephen Ervin,7,Product 7,6,328,219,Location 13
11/06/16,3,Stephen Ervin,43,Product 43,6,198,185,Location 89
05/02/16,3,Stephen Ervin,36,Product 36,6,313,189,Location 15
09/25/16,3,Stephen Ervin,45,Product 45,6,276,107,Location 77
02/05/16,3,Stephen Ervin,22,Product 22,6,265,167,Location 28
12/18/16,3,Stephen Ervin,47,Product 47,6,275,225,Location 82
04/01/16,3,Stephen Ervin,8,Product 8,6,356,212,Location 41
06/04/16,3,Stephen Ervin,1,Product 1,6,337,241,Location 81
10/17/16,3,Stephen Ervin,37,Product 37,6,293,258,Location 46
12/21/16,3,Stephen Ervin,2,Product 2,6,306,256,Location 25
12/09/16,3,Stephen Ervin,39,Product 39,6,231,212,Location 36
10/10/16,3,Stephen Ervin,21,Product 21,6,334,187,Location 50
07/05/16,3,Stephen Ervin,24,Product 24,6,278,163,Location 6
03/12/16,3,Stephen Ervin,31,Product 31,6,344,258,Location 9
08/07/16,3,Stephen Ervin,42,Product 42,6,299,161,Location 86
09/04/16,3,Stephen Ervin,17,Product 17,6,274,265,Location 68
04/21/16,3,Stephen Ervin,27,Product 27,6,328,210,Location 21
04/26/16,3,Stephen Ervin,4,Product 4,6,305,197,Location 77
09/05/16,3,Stephen Ervin,35,Product 35,2,247,245,Location 79
01/21/16,6,Franklin Copeland,31,Product 31,26,344,258,Location 91
07/01/16,6,Franklin Copeland,17,Product 17,26,274,265,Location 21
08/20/16,6,Franklin Copeland,50,Product 50,26,335,217,Location 57
09/28/16,6,Franklin Copeland,13,Product 13,26,356,145,Location 51
09/27/16,6,Franklin Copeland,22,Product 22,26,265,167,Location 81
09/08/16,6,Franklin Copeland,34,Product 34,26,345,196,Location 37
03/21/16,6,Franklin Copeland,22,Product 22,26,265,167,Location 22
10/21/16,6,Franklin Copeland,8,Product 8,26,356,212,Location 80
09/13/16,6,Franklin Copeland,21,Product 21,26,334,187,Location 85
04/06/16,6,Franklin Copeland,7,Product 7,26,328,219,Location 45
07/19/16,6,Franklin Copeland,10,Product 10,26,359,162,Location 98
06/04/16,6,Franklin Copeland,16,Product 16,26,274,204,Location 17
09/01/16,6,Franklin Copeland,4,Product 4,26,305,197,Location 36
12/01/16,6,Franklin Copeland,19,Product 19,26,329,160,Location 52
01/19/16,6,Franklin Copeland,45,Product 45,26,276,107,Location 86
02/11/16,6,Franklin Copeland,15,Product 15,26,234,219,Location 62
02/03/16,6,Franklin Copeland,25,Product 25,26,201,191,Location 10
09/24/16,6,Franklin Copeland,38,Product 38,2,295,290,Other
12/17/16,8,Alvin Cloud,35,Product 35,4,247,245,Location 3
07/21/16,8,Alvin Cloud,21,Product 21,4,334,187,Location 62
08/19/16,8,Alvin Cloud,20,Product 20,4,279,79,Location 9
02/23/16,8,Alvin Cloud,10,Product 10,4,359,162,Location 24
05/28/16,8,Alvin Cloud,32,Product 32,4,283,232,Location 19
07/08/16,8,Alvin Cloud,7,Product 7,4,328,219,Location 78
02/09/16,8,Alvin Cloud,8,Product 8,4,356,212,Location 69
03/13/16,8,Alvin Cloud,50,Product 50,4,335,217,Location 6
12/22/16,8,Alvin Cloud,4,Product 4,4,305,197,Location 92
07/07/16,8,Alvin Cloud,26,Product 26,4,418,251,Location 58
09/22/16,8,Alvin Cloud,43,Product 43,4,198,185,Location 19
02/08/16,8,Alvin Cloud,42,Product 42,4,299,161,Location 98
06/11/16,8,Alvin Cloud,9,Product 9,4,365,220,Location 87
08/05/16,8,Alvin Cloud,18,Product 18,4,309,265,Location 10
10/15/16,8,Alvin Cloud,1,Product 1,4,337,241,Location 11
08/16/16,8,Alvin Cloud,2,Product 2,4,306,256,Other
10/23/16,8,Alvin Cloud,21,Product 21,3,334,187,Location 55
07/02/16,9,Danielle Mccormick,22,Product 22,1,265,167,Location 32
10/21/16,9,Danielle Mccormick,2,Product 2,1,306,256,Location 46
09/12/16,9,Danielle Mccormick,27,Product 27,1,328,210,Location 34
07/16/16,9,Danielle Mccormick,39,Product 39,1,231,212,Location 86
04/07/16,9,Danielle Mccormick,48,Product 48,1,324,186,Location 24
02/13/16,9,Danielle Mccormick,19,Product 19,1,329,160,Location 23
11/07/16,9,Danielle Mccormick,17,Product 17,1,274,265,Location 94
12/09/16,9,Danielle Mccormick,34,Product 34,1,345,196,Location 82
06/23/16,9,Danielle Mccormick,49,Product 49,1,179,172,Location 34
04/14/16,9,Danielle Mccormick,43,Product 43,1,198,185,Location 90
10/02/16,9,Danielle Mccormick,12,Product 12,1,256,149,Location 77
05/12/16,9,Danielle Mccormick,38,Product 38,1,295,290,Location 68
04/28/16,9,Danielle Mccormick,2,Product 2,1,306,256,Location 10
03/01/16,9,Danielle Mccormick,47,Product 47,1,275,225,Location 42
01/10/16,9,Danielle Mccormick,22,Product 22,1,265,167,Location 93
01/04/16,9,Danielle Mccormick,37,Product 37,1,293,258,Location 80
02/01/16,9,Danielle Mccormick,12,Product 12,1,256,149,Location 30
05/04/16,9,Danielle Mccormick,47,Product 47,1,275,225,Location 39
10/12/16,9,Danielle Mccormick,44,Product 44,1,254,150,Location 90
03/04/16,9,Danielle Mccormick,14,Product 14,1,251,195,Location 74
05/25/16,9,Danielle Mccormick,36,Product 36,1,313,189,Location 32
01/27/16,9,Danielle Mccormick,43,Product 43,1,198,185,Location 12
01/07/16,9,Danielle Mccormick,21,Product 21,1,334,187,Location 13
06/07/16,9,Danielle Mccormick,50,Product 50,1,335,217,Location 8
07/27/16,9,Danielle Mccormick,41,Product 41,1,297,200,Location 97
01/24/16,9,Danielle Mccormick,9,Product 9,1,365,220,Location 21
08/14/16,9,Danielle Mccormick,23,Product 23,1,234,136,Location 84
08/06/16,9,Danielle Mccormick,17,Product 17,1,274,265,Location 67
05/09/16,9,Danielle Mccormick,5,Product 5,1,274,202,Location 24
07/15/16,9,Danielle Mccormick,13,Product 13,1,356,145,Location 99
10/18/16,9,Danielle Mccormick,5,Product 5,1,274,202,Location 75
01/19/16,9,Danielle Mccormick,14,Product 14,1,251,195,Location 13
01/22/16,9,Danielle Mccormick,34,Product 34,1,345,196,Location 8
10/20/16,9,Danielle Mccormick,24,Product 24,1,278,163,Location 2
03/02/16,9,Danielle Mccormick,42,Product 42,1,299,161,Location 36
09/06/16,9,Danielle Mccormick,16,Product 16,1,274,204,Location 10
09/05/16,9,Danielle Mccormick,29,Product 29,1,245,220,Location 74
03/09/16,10,Bruce Wood,30,Product 30,10,389,164,Location 70
09/26/16,10,Bruce Wood,43,Product 43,10,198,185,Location 80
11/03/16,10,Bruce Wood,6,Product 6,10,351,239,Location 12
10/19/16,10,Bruce Wood,48,Product 48,10,324,186,Location 78
11/22/16,10,Bruce Wood,50,Product 50,10,335,217,Location 92
08/28/16,10,Bruce Wood,16,Product 16,10,274,204,Location 22
08/25/16,10,Bruce Wood,32,Product 32,10,283,232,Location 30
12/10/16,10,Bruce Wood,4,Product 4,10,305,197,Location 18
10/10/16,10,Bruce Wood,44,Product 44,10,254,150,Location 74
08/18/16,10,Bruce Wood,18,Product 18,10,309,265,Location 6
11/09/16,10,Bruce Wood,5,Product 5,10,274,202,Location 64
10/16/16,10,Bruce Wood,7,Product 7,10,328,219,Location 9
01/25/16,10,Bruce Wood,12,Product 12,10,256,149,Location 78
08/24/16,10,Bruce Wood,1,Product 1,10,337,241,Location 26
06/14/16,10,Bruce Wood,9,Product 9,10,365,220,Location 24
02/24/16,10,Bruce Wood,8,Product 8,10,356,212,Location 32
04/17/16,10,Bruce Wood,41,Product 41,10,297,200,Location 5
10/24/16,10,Bruce Wood,46,Product 46,10,245,198,Location 78
05/21/16,10,Bruce Wood,26,Product 26,10,418,251,Location 95
05/04/16,10,Bruce Wood,22,Product 22,10,265,167,Location 60
05/16/16,10,Bruce Wood,46,Product 46,10,245,198,Location 98
10/19/16,10,Bruce Wood,4,Product 4,10,305,197,Location 69
06/05/16,10,Bruce Wood,42,Product 42,10,299,161,Location 80
04/05/16,10,Bruce Wood,46,Product 46,10,245,198,Location 98
03/21/16,10,Bruce Wood,8,Product 8,10,356,212,Location 30
05/02/16,10,Bruce Wood,25,Product 25,1,201,191,Location 51
02/20/16,11,Mathew Jacobs,22,Product 22,26,265,167,Location 84
09/09/16,11,Mathew Jacobs,35,Product 35,26,247,245,Location 27
05/10/16,11,Mathew Jacobs,12,Product 12,26,256,149,Location 3
04/22/16,11,Mathew Jacobs,44,Product 44,26,254,150,Location 71
12/24/16,11,Mathew Jacobs,21,Product 21,26,334,187,Location 1
08/24/16,11,Mathew Jacobs,39,Product 39,26,231,212,Location 64
08/04/16,11,Mathew Jacobs,5,Product 5,26,274,202,Location 47
02/10/16,11,Mathew Jacobs,37,Product 37,26,293,258,Location 9
06/22/16,11,Mathew Jacobs,15,Product 15,26,234,219,Location 37
05/12/16,11,Mathew Jacobs,46,Product 46,26,245,198,Location 72
05/08/16,11,Mathew Jacobs,43,Product 43,26,198,185,Location 74
05/01/16,11,Mathew Jacobs,15,Product 15,26,234,219,Location 21
04/05/16,11,Mathew Jacobs,29,Product 29,26,245,220,Location 26
03/10/16,11,Mathew Jacobs,42,Product 42,26,299,161,Location 44
11/23/16,11,Mathew Jacobs,45,Product 45,26,276,107,Location 33
08/25/16,11,Mathew Jacobs,4,Product 4,26,305,197,Location 8
08/25/16,11,Mathew Jacobs,31,Product 31,26,344,258,Location 17
12/17/16,11,Mathew Jacobs,10,Product 10,26,359,162,Location 69
05/08/16,11,Mathew Jacobs,24,Product 24,26,278,163,Location 93
02/02/16,11,Mathew Jacobs,4,Product 4,26,305,197,Location 41
02/28/16,11,Mathew Jacobs,41,Product 41,16,297,200,Location 22
02/18/16,12,Roger Lee,5,Product 5,1,274,202,Location 5
11/19/16,12,Roger Lee,27,Product 27,1,328,210,Location 91
06/06/16,12,Roger Lee,45,Product 45,1,276,107,Location 3
01/07/16,12,Roger Lee,37,Product 37,1,293,258,Location 52
08/08/16,12,Roger Lee,21,Product 21,1,334,187,Location 73
12/21/16,12,Roger Lee,24,Product 24,1,278,163,Location 13
09/15/16,12,Roger Lee,44,Product 44,1,254,150,Location 31
02/13/16,12,Roger Lee,8,Product 8,1,356,212,Location 63
04/23/16,12,Roger Lee,47,Product 47,1,275,225,Location 61
04/21/16,12,Roger Lee,35,Product 35,1,247,245,Location 60
05/01/16,12,Roger Lee,6,Product 6,1,351,239,Location 92
09/24/16,12,Roger Lee,2,Product 2,1,306,256,Other
03/12/16,14,Diane Paredes,7,Product 7,8,328,219,Location 8
03/16/16,14,Diane Paredes,27,Product 27,8,328,210,Location 58
09/21/16,14,Diane Paredes,28,Product 28,8,260,167,Location 83
01/06/16,14,Diane Paredes,34,Product 34,8,345,196,Location 65
03/25/16,14,Diane Paredes,7,Product 7,8,328,219,Location 2
05/20/16,14,Diane Paredes,33,Product 33,8,342,194,Location 19
07/05/16,14,Diane Paredes,23,Product 23,8,234,136,Location 74
09/15/16,14,Diane Paredes,28,Product 28,8,260,167,Location 26
08/08/16,14,Diane Paredes,47,Product 47,8,275,225,Location 63
07/18/16,14,Diane Paredes,27,Product 27,8,328,210,Location 61
11/15/16,14,Diane Paredes,32,Product 32,8,283,232,Location 3
06/04/16,14,Diane Paredes,25,Product 25,8,201,191,Location 89
10/26/16,14,Diane Paredes,49,Product 49,8,179,172,Location 16
10/28/16,14,Diane Paredes,21,Product 21,8,334,187,Location 66
10/10/16,14,Diane Paredes,48,Product 48,8,324,186,Location 55
10/28/16,14,Diane Paredes,48,Product 48,8,324,186,Location 24
07/10/16,14,Diane Paredes,33,Product 33,8,342,194,Location 26
01/05/16,14,Diane Paredes,16,Product 16,8,274,204,Location 47
02/09/16,14,Diane Paredes,19,Product 19,8,329,160,Location 71
12/26/16,14,Diane Paredes,24,Product 24,8,278,163,Location 55
02/28/16,14,Diane Paredes,2,Product 2,8,306,256,Location 41
07/18/16,14,Diane Paredes,15,Product 15,8,234,219,Location 27
07/15/16,14,Diane Paredes,30,Product 30,8,389,164,Location 72
06/07/16,14,Diane Paredes,1,Product 1,8,337,241,Location 76
02/01/16,14,Diane Paredes,12,Product 12,7,256,149,Location 14
10/04/16,15,Donna Salvato,48,Product 48,18,324,186,Location 9
09/17/16,15,Donna Salvato,33,Product 33,18,342,194,Location 70
11/01/16,15,Donna Salvato,15,Product 15,18,234,219,Location 39
11/17/16,15,Donna Salvato,10,Product 10,18,359,162,Location 79
01/25/16,15,Donna Salvato,2,Product 2,18,306,256,Location 40
04/18/16,15,Donna Salvato,18,Product 18,18,309,265,Location 49
03/07/16,15,Donna Salvato,16,Product 16,18,274,204,Location 51
03/18/16,15,Donna Salvato,38,Product 38,18,295,290,Location 22
03/21/16,15,Donna Salvato,28,Product 28,18,260,167,Location 5
04/22/16,15,Donna Salvato,42,Product 42,18,299,161,Location 59
08/21/16,15,Donna Salvato,26,Product 26,18,418,251,Location 97
11/15/16,15,Donna Salvato,3,Product 3,18,344,178,Location 77
04/17/16,15,Donna Salvato,8,Product 8,18,356,212,Location 97
09/25/16,15,Donna Salvato,5,Product 5,18,274,202,Location 97
09/25/16,15,Donna Salvato,10,Product 10,18,359,162,Location 66
08/04/16,15,Donna Salvato,48,Product 48,18,324,186,Location 90
01/28/16,15,Donna Salvato,23,Product 23,18,234,136,Location 82
01/10/16,15,Donna Salvato,29,Product 29,18,245,220,Location 59
06/11/16,15,Donna Salvato,24,Product 24,10,278,163,Location 71
07/01/16,16,Linda Sample,21,Product 21,5,334,187,Location 63
09/21/16,16,Linda Sample,15,Product 15,5,234,219,Location 60
06/17/16,16,Linda Sample,46,Product 46,5,245,198,Location 91
01/26/16,16,Linda Sample,26,Product 26,5,418,251,Location 84
02/06/16,16,Linda Sample,44,Product 44,5,254,150,Location 1
01/10/16,16,Linda Sample,10,Product 10,5,359,162,Location 60
02/22/16,16,Linda Sample,5,Product 5,5,274,202,Location 56
10/06/16,16,Linda Sample,4,Product 4,5,305,197,Location 19
06/28/16,16,Linda Sample,32,Product 32,5,283,232,Location 25
09/13/16,16,Linda Sample,2,Product 2,5,306,256,Location 4
10/16/16,16,Linda Sample,15,Product 15,5,234,219,Location 10
11/26/16,16,Linda Sample,3,Product 3,5,344,178,Location 14
05/14/16,16,Linda Sample,34,Product 34,5,345,196,Location 3
09/06/16,16,Linda Sample,42,Product 42,5,299,161,Location 92
07/25/16,16,Linda Sample,39,Product 39,5,231,212,Location 68
04/12/16,16,Linda Sample,47,Product 47,5,275,225,Location 46
02/27/16,16,Linda Sample,23,Product 23,3,234,136,Location 15
04/09/16,17,Becky Hubert,4,Product 4,34,305,197,Location 84
08/06/16,17,Becky Hubert,39,Product 39,34,231,212,Location 33
12/17/16,17,Becky Hubert,24,Product 24,34,278,163,Location 26
07/22/16,17,Becky Hubert,47,Product 47,34,275,225,Location 45
05/24/16,17,Becky Hubert,16,Product 16,34,274,204,Location 91
02/21/16,17,Becky Hubert,12,Product 12,34,256,149,Location 47
03/18/16,17,Becky Hubert,29,Product 29,34,245,220,Location 99
06/15/16,17,Becky Hubert,6,Product 6,34,351,239,Location 84
03/15/16,17,Becky Hubert,46,Product 46,34,245,198,Location 62
11/05/16,17,Becky Hubert,1,Product 1,34,337,241,Location 86
03/24/16,17,Becky Hubert,49,Product 49,34,179,172,Location 35
07/03/16,17,Becky Hubert,2,Product 2,34,306,256,Location 44
01/17/16,17,Becky Hubert,3,Product 3,34,344,178,Location 38
06/13/16,17,Becky Hubert,1,Product 1,34,337,241,Location 31
01/13/16,17,Becky Hubert,33,Product 33,34,342,194,Location 53
06/02/16,17,Becky Hubert,45,Product 45,34,276,107,Location 31
04/26/16,17,Becky Hubert,40,Product 40,2,270,235,Location 42
05/14/16,19,Mark Hesley,30,Product 30,18,389,164,Location 12
06/20/16,19,Mark Hesley,14,Product 14,18,251,195,Location 47
03/27/16,19,Mark Hesley,26,Product 26,18,418,251,Location 99
04/16/16,19,Mark Hesley,30,Product 30,18,389,164,Location 25
11/17/16,19,Mark Hesley,12,Product 12,18,256,149,Location 76
11/01/16,19,Mark Hesley,11,Product 11,18,326,173,Location 89
11/21/16,19,Mark Hesley,49,Product 49,18,179,172,Location 14
12/16/16,19,Mark Hesley,12,Product 12,18,256,149,Location 29
09/13/16,19,Mark Hesley,6,Product 6,18,351,239,Location 14
06/04/16,19,Mark Hesley,4,Product 4,18,305,197,Location 71
05/24/16,19,Mark Hesley,31,Product 31,18,344,258,Location 51
06/02/16,19,Mark Hesley,38,Product 38,18,295,290,Location 12
02/06/16,19,Mark Hesley,6,Product 6,18,351,239,Location 73
01/27/16,19,Mark Hesley,22,Product 22,18,265,167,Location 89
06/11/16,19,Mark Hesley,50,Product 50,18,335,217,Location 91
10/14/16,19,Mark Hesley,45,Product 45,18,276,107,Location 4
05/26/16,19,Mark Hesley,35,Product 35,18,247,245,Location 76
07/17/16,19,Mark Hesley,21,Product 21,18,334,187,Location 18
12/04/16,19,Mark Hesley,28,Product 28,18,260,167,Location 17
02/24/16,19,Mark Hesley,50,Product 50,3,335,217,Location 22
01/05/16,22,Clarence Rickenbacker,8,Product 8,33,356,212,Location 39
02/17/16,22,Clarence Rickenbacker,22,Product 22,33,265,167,Location 31
04/28/16,22,Clarence Rickenbacker,23,Product 23,33,234,136,Location 55
07/25/16,22,Clarence Rickenbacker,34,Product 34,33,345,196,Location 77
04/19/16,22,Clarence Rickenbacker,42,Product 42,33,299,161,Location 26
04/09/16,22,Clarence Rickenbacker,35,Product 35,33,247,245,Location 41
01/16/16,22,Clarence Rickenbacker,18,Product 18,33,309,265,Location 1
09/05/16,22,Clarence Rickenbacker,3,Product 3,33,344,178,Location 62
11/14/16,22,Clarence Rickenbacker,6,Product 6,33,351,239,Location 56
06/22/16,22,Clarence Rickenbacker,21,Product 21,33,334,187,Location 72
12/12/16,22,Clarence Rickenbacker,26,Product 26,33,418,251,Location 75
08/01/16,22,Clarence Rickenbacker,29,Product 29,33,245,220,Location 11
11/19/16,22,Clarence Rickenbacker,34,Product 34,33,345,196,Location 29
08/02/16,22,Clarence Rickenbacker,4,Product 4,33,305,197,Location 63
07/06/16,22,Clarence Rickenbacker,18,Product 18,33,309,265,Location 50
04/16/16,22,Clarence Rickenbacker,32,Product 32,33,283,232,Location 7
10/23/16,22,Clarence Rickenbacker,8,Product 8,33,356,212,Location 79
12/27/16,22,Clarence Rickenbacker,40,Product 40,33,270,235,Location 7
02/03/16,22,Clarence Rickenbacker,3,Product 3,28,344,178,Location 87
06/19/16,24,Jacqueline Brown,44,Product 44,17,254,150,Location 44
03/18/16,24,Jacqueline Brown,49,Product 49,17,179,172,Location 3
12/23/16,24,Jacqueline Brown,35,Product 35,17,247,245,Location 12
06/01/16,24,Jacqueline Brown,11,Product 11,17,326,173,Location 79
09/19/16,24,Jacqueline Brown,9,Product 9,17,365,220,Location 18
06/14/16,24,Jacqueline Brown,38,Product 38,17,295,290,Location 61
06/11/16,24,Jacqueline Brown,47,Product 47,17,275,225,Location 93
10/10/16,24,Jacqueline Brown,42,Product 42,17,299,161,Location 68
11/08/16,24,Jacqueline Brown,35,Product 35,17,247,245,Location 10
11/01/16,24,Jacqueline Brown,34,Product 34,17,345,196,Location 66
02/18/16,24,Jacqueline Brown,18,Product 18,17,309,265,Location 44
09/26/16,24,Jacqueline Brown,43,Product 43,17,198,185,Location 29
04/22/16,24,Jacqueline Brown,6,Product 6,17,351,239,Location 24
11/24/16,24,Jacqueline Brown,6,Product 6,17,351,239,Location 15
04/28/16,24,Jacqueline Brown,6,Product 6,17,351,239,Location 61
07/08/16,24,Jacqueline Brown,40,Product 40,17,270,235,Location 37
06/16/16,24,Jacqueline Brown,1,Product 1,11,337,241,Location 68
11/01/16,25,Robert Carmen,46,Product 46,6,245,198,Location 77
07/10/16,25,Robert Carmen,48,Product 48,6,324,186,Location 46
07/26/16,25,Robert Carmen,28,Product 28,6,260,167,Location 98
07/08/16,25,Robert Carmen,23,Product 23,6,234,136,Other
10/04/16,25,Robert Carmen,45,Product 45,6,276,107,Location 58
12/17/16,25,Robert Carmen,18,Product 18,6,309,265,Location 16
09/26/16,25,Robert Carmen,48,Product 48,6,324,186,Location 18
09/23/16,25,Robert Carmen,15,Product 15,6,234,219,Location 72
03/12/16,25,Robert Carmen,11,Product 11,6,326,173,Location 64
10/03/16,25,Robert Carmen,10,Product 10,6,359,162,Location 16
05/28/16,25,Robert Carmen,8,Product 8,6,356,212,Location 98
09/04/16,25,Robert Carmen,40,Product 40,6,270,235,Location 25
04/22/16,25,Robert Carmen,48,Product 48,6,324,186,Location 67
10/13/16,25,Robert Carmen,31,Product 31,6,344,258,Location 8
12/07/16,25,Robert Carmen,41,Product 41,6,297,200,Location 35
04/06/16,25,Robert Carmen,29,Product 29,6,245,220,Location 17
05/19/16,25,Robert Carmen,23,Product 23,6,234,136,Location 68
05/26/16,25,Robert Carmen,32,Product 32,3,283,232,Location 54
07/24/16,26,Michael Johnson,7,Product 7,9,328,219,Location 79
02/12/16,26,Michael Johnson,37,Product 37,9,293,258,Location 37
09/08/16,26,Michael Johnson,19,Product 19,9,329,160,Location 41
03/03/16,26,Michael Johnson,22,Product 22,9,265,167,Location 15
03/08/16,26,Michael Johnson,26,Product 26,9,418,251,Location 39
09/13/16,26,Michael Johnson,22,Product 22,9,265,167,Location 94
05/01/16,26,Michael Johnson,10,Product 10,9,359,162,Location 77
05/09/16,26,Michael Johnson,5,Product 5,9,274,202,Location 40
05/12/16,26,Michael Johnson,46,Product 46,9,245,198,Location 71
01/17/16,26,Michael Johnson,9,Product 9,9,365,220,Location 62
07/01/16,26,Michael Johnson,11,Product 11,9,326,173,Location 17
